partida_id,data,fase,rodada,grupo,mandante,visitante,gols_mandante,gols_visitante,resultado,arbitro,arbitro_pais,faltas_mandante,faltas_visitante,cartoes_amarelos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_mandante,cartoes_vermelhos_visitante,posse_mandante,posse_visitante,passes_certos_mandante,passes_certos_visitante,passes_errados_mandante,passes_errados_visitante,finalizacoes_mandante,finalizacoes_visitante,finalizacoes_no_gol_mandante,finalizacoes_no_gol_visitante,finalizacoes_fora_mandante,finalizacoes_fora_visitante,escanteios_mandante,escanteios_visitante,impedimentos_mandante,impedimentos_visitante,defesas_mandante,defesas_visitante,fonte
1104,2026-05-20,Fase de Grupos,5ª Rodada,Grupo D,Nacional (URU),Universitario,0,0,empate,Darío Herrera,,6.0,4.0,0,1,0,0,48.0,52.0,,,,,12,10,4,3,8,7,7.0,5.0,,,3.0,4.0,fbref
1105,2026-05-20,Fase de Grupos,5ª Rodada,Grupo F,Junior,Sporting Cristal,3,2,mandante,Leandro Rey,,13.0,10.0,2,1,0,0,51.0,50.0,,,,,16,19,7,5,9,14,4.0,6.0,3.0,3.0,3.0,4.0,fbref
1106,2026-05-20,Fase de Grupos,5ª Rodada,Grupo E,Flamengo,Estudiantes,1,0,mandante,Esteban Ostojich,,9.0,13.0,2,5,0,0,67.0,33.0,,,,,13,8,4,1,9,7,3.0,5.0,2.0,1.0,1.0,3.0,fbref
1107,2026-05-21,Fase de Grupos,5ª Rodada,Grupo B,Universidad Católica,Barcelona SC,2,0,mandante,Juan Gabriel Benítez,,6.0,7.0,0,3,0,1,76.0,24.0,,,,,31,4,9,0,22,4,9.0,1.0,3.0,0.0,0.0,7.0,fbref
1108,2026-05-21,Fase de Grupos,5ª Rodada,Grupo A,Deportivo La Guaira,Independiente Rivadavia,2,4,visitante,Mario Díaz,,9.0,15.0,3,2,0,0,55.0,45.0,,,,,15,15,5,7,10,8,7.0,3.0,0.0,1.0,3.0,3.0,fbref
1109,2026-05-21,Fase de Grupos,5ª Rodada,Grupo H,Peñarol,Corinthians,1,1,empate,Piero Maza,,5.0,6.0,0,0,0,0,35.0,65.0,,,,,16,21,3,8,13,13,3.0,5.0,2.0,2.0,6.0,2.0,fbref
1110,2026-05-26,Fase de Grupos,6ª Rodada,Grupo C,Lanús,Mirassol,1,0,mandante,Carlos Benítez,,13.0,11.0,2,1,0,0,48.0,52.0,,,,,22,6,5,1,17,5,10.0,1.0,1.0,0.0,1.0,4.0,fbref
1111,2026-05-26,Fase de Grupos,6ª Rodada,Grupo D,Nacional (URU),Coquimbo Unido,1,0,mandante,Nicolás Ramírez,,11.0,16.0,1,4,1,0,33.0,67.0,,,,,8,8,3,3,5,5,2.0,8.0,0.0,1.0,3.0,2.0,fbref
1112,2026-05-26,Fase de Grupos,6ª Rodada,Grupo D,Universitario,Tolima,0,0,empate,Paulo Zanovelli,,13.0,19.0,0,2,0,0,49.0,52.0,,,,,11,7,2,3,9,4,9.0,3.0,2.0,3.0,3.0,2.0,fbref
1113,2026-05-26,Fase de Grupos,6ª Rodada,Grupo E,Flamengo,Cusco FC,3,0,mandante,José Javier Burgos,,11.0,12.0,0,5,0,0,68.0,32.0,,,,,27,4,15,1,12,3,9.0,2.0,1.0,2.0,1.0,10.0,fbref
1114,2026-05-26,Fase de Grupos,6ª Rodada,Grupo E,Estudiantes,Independiente Medellín,1,0,mandante,Juan Gabriel Benítez,,11.0,12.0,2,2,0,0,72.0,28.0,,,,,21,6,8,1,13,5,9.0,5.0,,,1.0,7.0,fbref
1115,2026-05-26,Fase de Grupos,6ª Rodada,Grupo C,LDU,Always Ready,3,2,mandante,Fernando Véjar,,6.0,6.0,2,1,0,0,53.0,47.0,,,,,21,23,7,11,14,12,4.0,11.0,6.0,2.0,9.0,3.0,fbref
1116,2026-05-27,Fase de Grupos,6ª Rodada,Grupo G,Independiente del Valle,Rosario Central,1,0,mandante,Raphael Claus,,8.0,9.0,1,4,0,0,56.0,44.0,,,,,25,6,8,4,17,2,9.0,2.0,2.0,0.0,4.0,7.0,fbref
1117,2026-05-27,Fase de Grupos,6ª Rodada,Grupo A,Fluminense,Deportivo La Guaira,3,1,mandante,José Cabero,,11.0,9.0,0,0,0,0,56.0,44.0,,,,,7,10,3,3,4,7,2.0,1.0,6.0,0.0,2.0,0.0,fbref
1118,2026-05-27,Fase de Grupos,6ª Rodada,Grupo A,Bolívar,Independiente Rivadavia,1,3,visitante,Guillermo Guerrero,,7.0,11.0,2,4,0,0,66.0,34.0,,,,,16,13,6,7,10,6,8.0,2.0,1.0,1.0,4.0,6.0,fbref
1119,2026-05-27,Fase de Grupos,6ª Rodada,Grupo G,Libertad,Universidad Central (VEN),0,1,visitante,Rafael Klein,,8.0,13.0,0,3,0,0,55.0,45.0,,,,,13,8,3,4,10,4,6.0,2.0,3.0,0.0,3.0,3.0,fbref
1120,2026-05-27,Fase de Grupos,6ª Rodada,Grupo H,Corinthians,Platense,0,2,visitante,Alexis Herrera,,5.0,14.0,2,2,0,0,77.0,23.0,,,,,14,10,5,5,9,5,5.0,4.0,1.0,0.0,3.0,5.0,fbref
1121,2026-05-27,Fase de Grupos,6ª Rodada,Grupo H,Peñarol,Santa Fe,0,1,visitante,Kevin Ortega,,9.0,21.0,2,2,0,0,63.0,38.0,,,,,22,5,4,3,18,2,9.0,2.0,1.0,1.0,1.0,4.0,fbref
1122,2026-05-28,Fase de Grupos,6ª Rodada,Grupo F,Palmeiras,Junior,4,1,mandante,Cristián Garay,,4.0,12.0,0,3,0,0,49.0,51.0,,,,,17,17,8,1,9,16,0.0,7.0,0.0,1.0,0.0,4.0,fbref
1123,2026-05-28,Fase de Grupos,6ª Rodada,Grupo B,Boca Juniors,Universidad Católica,0,1,visitante,Wilmar Roldán,,6.0,16.0,2,2,0,0,71.0,29.0,,,,,22,2,2,1,20,1,9.0,2.0,2.0,0.0,0.0,2.0,fbref
1124,2026-05-28,Fase de Grupos,6ª Rodada,Grupo B,Cruzeiro,Barcelona SC,4,0,mandante,Andrés Matonte,,9.0,9.0,3,3,0,0,59.0,41.0,,,,,21,10,8,2,13,8,6.0,2.0,2.0,1.0,2.0,4.0,fbref
1125,2026-05-28,Fase de Grupos,6ª Rodada,Grupo F,Cerro Porteño,Sporting Cristal,2,0,mandante,Piero Maza,,12.0,15.0,3,3,0,0,51.0,49.0,,,,,11,8,4,3,7,5,6.0,1.0,4.0,1.0,3.0,2.0,fbref
1126,2026-08-11,Oitavas de Final,,,Estudiantes,Universidad Católica,1,1,empate,Raphael Claus,,15.0,12.0,2,2,0,0,52.0,48.0,,,,,17,4,5,1,12,3,11.0,1.0,3.0,1.0,0.0,4.0,fbref
1127,2026-08-11,Oitavas de Final,,,Fluminense,Independiente Rivadavia,0,0,empate,Cristián Garay,,5.0,14.0,2,1,0,0,74.0,26.0,,,,,16,11,3,3,13,8,7.0,6.0,0.0,1.0,3.0,3.0,fbref
1128,2026-08-12,Oitavas de Final,,,Palmeiras,Cerro Porteño,1,1,empate,Gustavo Tejera,,10.0,16.0,0,5,1,0,61.0,39.0,,,,,21,8,7,1,14,7,7.0,2.0,6.0,1.0,1.0,5.0,fbref
1129,2026-08-12,Oitavas de Final,,,Platense,Coquimbo Unido,1,1,empate,Juan Gabriel Benítez,,6.0,11.0,1,2,0,0,52.0,48.0,,,,,16,11,8,1,8,10,7.0,10.0,0.0,5.0,0.0,6.0,fbref
1130,2026-08-12,Oitavas de Final,,,Cruzeiro,Flamengo,1,1,empate,Yael Falcón,,11.0,14.0,2,1,0,0,47.0,53.0,,,,,11,15,1,5,10,10,2.0,4.0,0.0,3.0,4.0,0.0,fbref
1131,2026-08-13,Oitavas de Final,,,Mirassol,LDU,1,1,empate,Alexis Herrera,,8.0,17.0,2,1,0,0,50.0,50.0,,,,,13,14,3,4,10,10,7.0,5.0,4.0,1.0,2.0,2.0,fbref
1132,2026-08-13,Oitavas de Final,,,Rosario Central,Corinthians,0,0,empate,Andrés Matonte,,16.0,11.0,3,4,0,1,57.0,43.0,,,,,16,5,2,1,14,4,12.0,0.0,1.0,1.0,1.0,2.0,fbref
1133,2026-08-18,Oitavas de Final,,,Universidad Católica,Estudiantes,0,3,visitante,Wilmar Roldán,,16.0,7.0,2,3,0,0,48.0,52.0,,,,,11,11,1,7,10,4,5.0,1.0,1.0,2.0,4.0,1.0,fbref
1134,2026-08-18,Oitavas de Final,,,Independiente Rivadavia,Fluminense,1,1,empate,Andrés Rojas,,18.0,11.0,3,6,0,1,48.0,52.0,,,,,13,10,3,4,10,6,7.0,4.0,1.0,1.0,3.0,2.0,fbref
1135,2026-08-18,Oitavas de Final,,,Tolima,Independiente del Valle,0,1,visitante,Wilton Sampaio,,18.0,6.0,2,2,0,0,68.0,32.0,,,,,18,10,5,2,13,8,5.0,3.0,1.0,1.0,1.0,5.0,fbref
1136,2026-08-19,Oitavas de Final,,,Cerro Porteño,Palmeiras,0,1,visitante,Facundo Tello,,17.0,17.0,2,1,0,0,57.0,43.0,,,,,10,13,3,3,7,10,7.0,6.0,0.0,1.0,1.0,3.0,fbref
1137,2026-08-19,Oitavas de Final,,,Flamengo,Cruzeiro,2,1,mandante,Gustavo Tejera,,9.0,13.0,1,2,0,0,52.0,48.0,,,,,24,14,9,3,15,11,3.0,6.0,,,2.0,7.0,fbref
1138,2026-08-19,Oitavas de Final,,,Coquimbo Unido,Platense,0,0,empate,Bruno Pérez,,14.0,11.0,3,2,0,0,40.0,60.0,,,,,10,15,3,2,7,13,1.0,7.0,6.0,2.0,2.0,3.0,fbref
1139,2026-08-20,Oitavas de Final,,,LDU,Mirassol,0,0,empate,Yael Falcón,,13.0,9.0,1,3,0,0,63.0,37.0,,,,,11,16,2,3,9,13,7.0,5.0,0.0,1.0,3.0,2.0,fbref
1140,2026-08-20,Oitavas de Final,,,Corinthians,Rosario Central,1,0,mandante,Alexis Herrera,,15.0,14.0,1,0,1,0,44.0,56.0,,,,,8,10,3,1,5,9,3.0,8.0,4.0,0.0,1.0,2.0,fbref
1141,2026-08-25,Oitavas de Final,,,Independiente del Valle,Tolima,3,1,mandante,Darío Herrera,,3.0,11.0,1,3,0,0,46.0,54.0,,,,,20,11,7,3,13,8,3.0,2.0,0.0,2.0,1.0,4.0,fbref
